created_at,unit_index,hour_of_day,day_of_week,adset_name,adset_impressions,adset_impressions_diff,adset_settings_total_budget,adset_settings_daily_budget,adset_settings_maximum_daily_impressions,adset_settings_maximum_lifetime_impressions,adset_settings_runtime_in_hours,adset_settings_remaining_hours,adset_settings_running_hours,adset_targetings_total_population,adset_settings_maximum_cpm,adset_targetings_frequency_capping_requests,adset_settings_bidding_strategy,adset_settings_pacing_type
2024-07-18 18:05:07.371,1,18,Thursday,AdBundle,477524.0,5214.0,272250,19446,72128.0,1009800.0,336,171,164,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-18 19:04:59.530,1,19,Thursday,AdBundle,482752.0,5228.0,272250,19446,72128.0,1009800.0,336,170,165,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-18 19:04:59.530,0,19,Thursday,Billboard,121288.0,1074.0,295120,21080,18068.0,252960.0,336,170,165,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-18 20:05:12.590,1,20,Thursday,AdBundle,487774.0,5022.0,272250,19446,72128.0,1009800.0,336,169,166,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-18 20:05:12.590,0,20,Thursday,Billboard,122320.0,1032.0,295120,21080,18068.0,252960.0,336,169,166,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-18 21:07:16.091,1,21,Thursday,AdBundle,492662.0,4888.0,272250,19446,72128.0,1009800.0,336,168,167,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-18 21:07:16.091,0,21,Thursday,Billboard,123655.0,1335.0,295120,21080,18068.0,252960.0,336,168,167,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-18 22:05:17.236,0,22,Thursday,Billboard,124865.0,1210.0,295120,21080,18068.0,252960.0,336,167,168,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-18 22:05:17.236,1,22,Thursday,AdBundle,496870.0,4208.0,272250,19446,72128.0,1009800.0,336,167,168,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-18 23:04:57.486,0,23,Thursday,Billboard,126405.0,1540.0,295120,21080,18068.0,252960.0,336,166,169,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-18 23:04:57.486,1,23,Thursday,AdBundle,500483.0,3613.0,272250,19446,72128.0,1009800.0,336,166,169,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 00:05:08.043,0,0,Friday,Billboard,126552.0,147.0,295120,21080,18068.0,252960.0,336,165,170,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-19 00:05:08.043,1,0,Friday,AdBundle,502918.0,2435.0,272250,19446,72128.0,1009800.0,336,165,170,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 01:05:07.620,1,1,Friday,AdBundle,503562.0,644.0,272250,19446,72128.0,1009800.0,336,164,171,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 01:05:07.620,0,1,Friday,Billboard,126554.0,2.0,295120,21080,18068.0,252960.0,336,164,171,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-19 02:05:22.623,1,2,Friday,AdBundle,504350.0,788.0,272250,19446,72128.0,1009800.0,336,163,172,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 02:05:22.623,0,2,Friday,Billboard,126799.0,245.0,295120,21080,18068.0,252960.0,336,163,172,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-19 03:05:05.534,0,3,Friday,Billboard,126799.0,0.0,295120,21080,18068.0,252960.0,336,162,173,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-19 03:05:05.534,1,3,Friday,AdBundle,504350.0,0.0,272250,19446,72128.0,1009800.0,336,162,173,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 04:05:08.710,1,4,Friday,AdBundle,505121.0,771.0,272250,19446,72128.0,1009800.0,336,161,174,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 04:05:08.710,0,4,Friday,Billboard,127110.0,311.0,295120,21080,18068.0,252960.0,336,161,174,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-19 05:05:36.007,0,5,Friday,Billboard,127240.0,130.0,295120,21080,18068.0,252960.0,336,160,175,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-19 05:05:36.007,1,5,Friday,AdBundle,505365.0,244.0,272250,19446,72128.0,1009800.0,336,160,175,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 06:05:06.505,0,6,Friday,Billboard,127394.0,154.0,295120,21080,18068.0,252960.0,336,159,176,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-19 06:05:06.505,1,6,Friday,AdBundle,505616.0,251.0,272250,19446,72128.0,1009800.0,336,159,176,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 07:05:03.033,0,7,Friday,Billboard,127863.0,469.0,295120,21080,18068.0,252960.0,336,158,177,1439387.0,1190,10.0,IntervalBudgetOptimized,Off
2024-07-19 07:05:03.033,1,7,Friday,AdBundle,506086.0,470.0,272250,19446,72128.0,1009800.0,336,158,177,1439387.0,275,10.0,IntervalBudgetOptimized,Off
2024-07-19 08:05:08.584,1,8,Friday,AdBundle,507874.0,1788.0,272250,19446,72128.0,1009800.0,336,157,178,1439387.0,275,12.0,IntervalBudgetOptimized,Off
